,stars_x,useful,text,name,address,postal_code,stars_y,attributes,categories
10,5,4,"The Expectations: Hotel Ruby Marie was everything I hoped for, plus more. I expected a fun, memorable stay in a kitschy hotel in Madison, and it came with a friendly staff and goddamn delicious complimentary food.

The Reservation: Super easy. We waited until the last second to make plans. Called on Friday mid-morning and made reservations for that night with no problem. I don't know if online reservations are available - it said ""no rooms available"" online so we called to see, and of course there was vacancy.

The Location: The hotel was very easy to find. We took the highway into town and knew where/what we were looking for: a gorgeous red building at the corner of Wilson and Blair. About a 4-5 minute walk from the Majestic and the Capitol.

Parking: We got there around 7pm. Parking was a little difficult in the lot by Essen Haus and Come Back In because it was the dinner rush but we just waited for someone from the restaurants to leave, took about 5-10 minutes. We were able to leave our car there the next day after check-out, just needed to tell the front desk that we'd be leaving it there for the day.

Check-in: We warned them we were checking in late and they told us we'd get our keys from the barkeep in the Up North Saloon on the 1st floor. It was crowded but he attended to us quickly and professionally.

The Bar: Our free drink vouchers (1 per guest) were good during happy hour 3-7pm and they let us use them at 7:30 so we grabbed a quick drink before heading out. Later in the night, we went back to the Up North Saloon to meet a friend, had beer and a little pizza around 11 pm. 

The Room: We paid for the cheapest room available, at $150 after taxes, and had a wonderful view of the lake. Everything was clean, the bed was nice, the bathroom had modern furnishings and the shower was very nice (it had one of those giant shower heads). The building had some creaks and groans throughout the night like an old building would and it wasn't bothersome. I don't think there were many other guests because I didn't hear anyone else in the hotel.

The Staff: Laid back and unobtrusive. I don't think they'd have free toothpaste for you or stuff like that that you'd find at a big chain hotel so you just need to manage your expectations. The front desk is closed at night but checking in and out was easy and we had no other problems. It seemed like a do-your-own-thing kind of place, like you're renting an apartment room for the evening and the landlord isn't going to be there to hold your hand.

The Perks: The free drink vouchers were a nice touch but more importantly, we got a complimentary meal at the Come Back In the next morning. You order whatever you want off the menu. That means a steak & egg and skillet breakfasts with wheat toast and potatoes, an orange juice, an apple juice, and a bloody mary with a chaser. For FREE. The friendly server didn't even bring us an itemized bill, she just let us know that gratuity wasn't included in the voucher.

I would definitely recommend this hotel to other Madison visitors.",Hotel Ruby Marie,524 E Wilson St,53703,4.0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Bed & Breakfast, Hotels & Travel, Hotels, Event Planning & Services"
11,1,2,"My girlfriend and I stayed her a couple of weekends ago. Unfortunately this hotel gets 1 star due to their lack of customer service. After we checked out of the hotel and were on our way to the airport, my girlfriend realized she left her dress hanging in the closet. We called immediately and they said they found the dress and would mail it out and they would charge my card. A few days later I called to confirm, because I had not seen the charge on my credit card and we hadn't received the dress. The dress just disappeared and that employee no longer worked there. It was an expensive dress and I feel cambria should reimburse us, at least partially for our stay, but they took no responsibility and offered us nothing. 

Really disappointing. I realize it was our mistake by leaving behind, but they confirmed they had the dress and would mail out - which never happened.",Cambria Hotel Madison East,5045 Eastpark Blvd,53718,4.0,"{'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Hotels & Travel, Nightlife, Event Planning & Services, Hotels, Bars"
12,4,1,"You really can't beat this place on price.  I got a deal to stay here for four nights.  The staff was always courteous and friendly, and they have a bar at the hotel which is a plus.  It isn't a fancy place, but they have a free airport shuttle which saves on cost.   The shuttle was unavailable when we requested it and the manager refunded our cab ride fare, AMAZING!  They really know how to treat their patrons.   The only thing that I would def not recommend is ordering room service.  The quality of the food was disappointing, but I don't think they have a full kitchen.  I'm not sure why the food was so poor.  Everything else was excellent.",Cambria Hotel Madison East,5045 Eastpark Blvd,53718,4.0,"{'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Hotels & Travel, Nightlife, Event Planning & Services, Hotels, Bars"
13,4,2,"we arrived to find out that the pool was out of service and were Super bummed out. the man at the front desk offered us a full refund if we wanted to go elsewhere, but we couldnt find something else nearby in the same price range and it was already late, so we just sucked it up and stayed. We went out the next day and when we arrived back in the afternoon the pool was fixed! hooray! the hotel was very clean and friendly. they offer a small breakfast for free in the morning, which was a nice perk. We got a great deal on orbitz for this hotel. it was about 15 minutes from the state capitol, so not right in the heart of the city, but not a far drive either. for this rate, i would definitely stay here again.",Radisson Hotel - Madison,517 Grand Canyon Dr,53719,3.5,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels, Hotels & Travel, Event Planning & Services"
14,5,0,"Our stay at the historic Hotel Ruby Marie in Madison, WI was a fantastic experience all around. The staff, location, and accommodations were ideal.

The most striking feature of this hotel is the atmosphere. The Hotel Ruby Marie is a beautifully maintained 150 year old building, and the history is palpable. From the lobby, through the corridors, to the rooms the property if full of elegance and charm. Historic photos hang on the wall, and the hallways are lined with beautiful antiques.

The rooms are similarly appointed. Comfortable, homey, with a notable touch of class. The bed was very comfortable, The bathroom was large and great for two people getting ready in the morning. 

An especially nice feature of the Hotel Ruby Marie, were the added bar and restaurant on-site. On the first floor is a delightful pastry shop/deli, which hosts the complimentary hotel breakfast every morning. Delicious sweet and savory pastries and coffee are available. They also offer sandwiches and wraps later in the day. 

Located around the back of the property is a quaint and quirky tavern. They had live music the night we arrived and it was a wonderful place to unwind at the end of our night. They offer a variety of local beers and tasty cocktails at a much better price point than you'd find at many hotel bars.

We only stayed here one night, but I look forward to booking a longer stay in the future. The Hotel Ruby Marie is a beautiful property. Highly recommended.",Hotel Ruby Marie,524 E Wilson St,53703,4.0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Bed & Breakfast, Hotels & Travel, Hotels, Event Planning & Services"
15,4,0,"out only complaint is they could use some new msttresses, last week i was her at the hospital again, (stayed at a different hotel) they must have gotten in her mattresses that week as they were fantastic - the mattresses at the cambria left a lot to be desired. othetwise, everything was fabulous",Cambria Hotel Madison East,5045 Eastpark Blvd,53718,4.0,"{'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Hotels & Travel, Nightlife, Event Planning & Services, Hotels, Bars"
16,5,0,"I stayed here with my boyfriend for Valentine's day weekend and we had a great experience. Jose at the front desk was extremely friendly and helpful. We were able to check in early, he offered to give us directions anywhere we wanted to go, and was very accommodating. He was great. Our room was a suite, and it was super cool. The room was modern, well stocked, and had everything we could have possibly wanted. We were right across from the pool, but since the bedroom was farther away from the hallway it was nice and quiet. We went swimming and enjoyed the hot tub/pool area. The bed was a little weird, I know a lot of people like the Sleep Number, but we couldn't get ours to the right setting. It feels like an air mattress, but the blankets and pillows were soft and luxurious so that made up for it. We had the breakfast in the morning and it was your traditional continental breakfast, but it was nice. Overall, we had a great stay and would definitely recommend it to family and friends who are staying in Madison.",Radisson Hotel - Madison,517 Grand Canyon Dr,53719,3.5,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels, Hotels & Travel, Event Planning & Services"
17,5,0,"Excellent/unique place to stay in Madison! Great service, clean and cozy hotel rooms that are Victorian style but not at all ""over the top."" Accommodated our family of 5 perfectly.  SO much better than the hotel chains.  Staff was excellent. Location perfect!  We walked to Capitol building, the lake and local pubs. An easy and comfortable place which was still upscale.",Hotel Ruby Marie,524 E Wilson St,53703,4.0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Bed & Breakfast, Hotels & Travel, Hotels, Event Planning & Services"
18,4,0,"Great!  Clean, spacious rooms, comfy beds, nice bathrooms, upgraded features, friendly staff, decent  (pay) breakfast!  We scored this place via a mystery hotel through Expedia or Travelocity or something - so the price was right.   Only downside - location wasn't really ideal for us.   Overall, nice place and a place we'd consider again in the future.",Cambria Hotel Madison East,5045 Eastpark Blvd,53718,4.0,"{'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Hotels & Travel, Nightlife, Event Planning & Services, Hotels, Bars"
19,4,0,"We stayed here on a Saturday night after catching a concert in the Dells. Cambria Suites is located in an office park on the east side of Madison. The styling of this hotel is very contemporary and comparable to the Hyatt place. The room we stayed in was a king room, and it had a separate office area, 2- 32 inch flat panel tvs, and a very spacious bathroom. There is a nice shelf wall that divides the office area from the bed area. For under $100, this place was a steal.

The only downsides were that the tvs were a little small for the room and there was no free breakfast.

Overall, I would stay here again. Its a nice alternative to the Super 8 and some of the more rundown Madison hotels.",Cambria Hotel Madison East,5045 Eastpark Blvd,53718,4.0,"{'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Hotels & Travel, Nightlife, Event Planning & Services, Hotels, Bars"
20,5,1,"We stayed here after camping and being on the road for five nights.  It was a really nice hotel.  Service was great.  The bathroom is usually where you see the most wear and tear, but not here.  This place looked brand new, maybe it is.  Or maybe it really is kept that nice.  The towels were soft and thick.  Huge plus!  Bath & Body Works products provided.  The front desk recommended dinner and it was good.  A very comfortable stay.  A bonus would have been a free breakfast.",Cambria Hotel Madison East,5045 Eastpark Blvd,53718,4.0,"{'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Hotels & Travel, Nightlife, Event Planning & Services, Hotels, Bars"
21,4,0,"Great deal staying at the Ruby Marie. Built in 1873, located across from Lake Monona and is just steps from Capitol Square and nightlife. It has a bed & breakfast feel, but it is actually a hotel; you don't have to share bathrooms or eat breakfast with other guests. In fact, they gave us 4 free drink tickets for the neighboring bar, Essen Haus and a coupon for 2 free breakfasts at the Come Back Inn next door! Excellent deal for the price. The luxury suites have jacuzzis and the showers have nice powerful water pressure. An odd peculiarity I noticed in the morning: the shades were drawn and I noticed the faint sound of rain outside. When I peaked through the shades, it was a beautiful sunny day.",Hotel Ruby Marie,524 E Wilson St,53703,4.0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Bed & Breakfast, Hotels & Travel, Hotels, Event Planning & Services"
22,1,0,"Recent stay, 7.24.16. King bed, room was so tiny, sink outside the bathroom,  kids unattended running up and down the hallway, called the office many times that nigjt an again in the morning  as the kids were back at. Older area near the west town mall.

Never again at  radison since this make 3 bad stays in row at separate properties.",Radisson Hotel - Madison,517 Grand Canyon Dr,53719,3.5,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels, Hotels & Travel, Event Planning & Services"
23,4,0,"I was disappointed not to be staying downtown as I usually do when I visit Madison, but was satisfied with my stay at the Radisson.  The room was clean and the bed was comfortable.  I was put in a room VERY far away from the lobby/restaurant, and the hallways are a bit stuffy and hot.  The staff was helpful and friendly and the shuttle service to Epic was great. 

Overall I am very happy with my stay.",Radisson Hotel - Madison,517 Grand Canyon Dr,53719,3.5,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels, Hotels & Travel, Event Planning & Services"
24,5,1,"One of the most beautiful places I've ever stayed at. The price is about what you would expect for a huge room with a jacuzzi ($183 for premium room). Service was friendly but it's not a big chain so don't expect 24 hour service. Heart shaped jacuzzi was perfect for a romantic experience. There is a train close by but not a major intrusion. Overall, I would highly recommend this place for a romantic getaway. Just a piece of history I will revisit again and again.",Hotel Ruby Marie,524 E Wilson St,53703,4.0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Bed & Breakfast, Hotels & Travel, Hotels, Event Planning & Services"
25,1,0,"If I could rate negative stars i would.  My advice is do not stay at this hotel if they are even close to being full.   They are incapable of managing this hotel  when they come close to selling out.   
At check in we are told there are no available pillows ""because we are booked"".
Our room wasn't made up ""because we are booked""
when we called to ask when our room would be made up, we were told housekeeping had all left for the day.  They were busy cleaning the rooms for the new guests to check in.... 
Wow!
Maid service then arrives after we called after 5pm ,when we are in the room for the first time all day.  We say we need 20 minutes to shower and change,  (which i told the front desk)which apparently they can not accommodate and she completely ignored.
When I went downstairs to speak to the front desk employee she complained about how booked they are and how they are doing everything they can to just get the rooms cleaned for new guests.  I told her guests who are there for the weekend should have equal service, for which she told me she ""didn't appreciate my attitude"" and that it was hard enough ""speaking spanish to housekeeping to tell them what to do"".
Ok....so totally offensive on all levels.  The following day when I spoke to the assistant manager she said to me ""I hope that employee doesn't act that way around other people and I am only knowing about this because you are telling me"".  Gee, I feel so much better now about everything, not. 
I think we need some serious customer service training here and a few lessons on how to speak with your customers and how to treat your employees.",Cambria Hotel Madison East,5045 Eastpark Blvd,53718,4.0,"{'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Hotels & Travel, Nightlife, Event Planning & Services, Hotels, Bars"
26,5,0,Excellent service. Sleep number beds were comfortable.  Happy hour daily and complimentary breakfast. Thank you for the hospitality during my stay.  Well be back again !!,Radisson Hotel - Madison,517 Grand Canyon Dr,53719,3.5,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels, Hotels & Travel, Event Planning & Services"
27,5,0,"I've stayed at a lot of hotels but none have made me feel like I'm about to go on an impromptu ghost adventure quite like Hotel Ruby Marie. And I mean that in the most positive way possible. They even embrace it in the decor a little bit. It's fun. It looks immaculately restored from 150 years ago which gives each room and part of the building a unique feeling. The rooms are cozy and intimate and from what I saw, not full of ghosts. It felt like a mix of a bed and breakfast and a hotel. Very nice staff, free baked goods in the morning and the looming but not worrying presence of spirits make Hotel Ruby Marie a very cool hotel experience. Hot tip: open your closet real quick expecting a poltergeist and then laugh with your significant other!",Hotel Ruby Marie,524 E Wilson St,53703,4.0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Bed & Breakfast, Hotels & Travel, Hotels, Event Planning & Services"
28,4,1,"Nice place, great bar, awesome rooms. Ive been to the place several times. Aways great time",Cambria Hotel Madison East,5045 Eastpark Blvd,53718,4.0,"{'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Hotels & Travel, Nightlife, Event Planning & Services, Hotels, Bars"
29,5,1,Stayed for a 3rd time. This is a great place. I love the location-it's close enough to everything (walking distance) that you don't feel out of the loop. But it's far enough away that you can get some quiet time. And the beds are super comfortable.,Hotel Ruby Marie,524 E Wilson St,53703,4.0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Bed & Breakfast, Hotels & Travel, Hotels, Event Planning & Services"
30,5,0,Great hotel! The lobby is super inviting and has a nice cafe for coffee in the mornings. It's conveniently located near two major freeways but is far enough away that the rooms are really quiet. Speaking of the rooms: fantastic! Very nice decor and super spacious. Not to mention great value! We've been traveling all week by car and this is definitely the best place we've stayed by far!,Cambria Hotel Madison East,5045 Eastpark Blvd,53718,4.0,"{'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Hotels & Travel, Nightlife, Event Planning & Services, Hotels, Bars"
31,4,1,"Good place for business travel.  The prices are reasonable, the beds are comfortable, the water pressure is good, and there's free wireless (or wired) internet.  The staff is really friendly.

I usually stay here when I come to Madison on business - it's convenient to most places in the Madison area.

Downsides:  over-eager housekeeping, mediocre restaurant.",Radisson Hotel - Madison,517 Grand Canyon Dr,53719,3.5,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels, Hotels & Travel, Event Planning & Services"
32,5,1,"Loved this hotel! It's cute and charming and everything's at arm's reach. This was my first stay and Madison and I was glad I got a view right on the lakefront. There were 3 places to eat (and drink!) right on the hotel grounds and even more great options a short walk away. 

I was in town performing at the Majestic, which was about a 5 minute walk from Hotel Ruby Marie. Me and some of the audience strolled back to the hotel bar for a drink and found a lively house band playing - which just topped the night off. I was also given complimentary drink tickets with my stay - I tried to redeem them after happy hour, when they were valid, because I hadn't read the tickets carefully enough - and the bar staff was MORE than accommodating of my mistake and gave me the drinks anyway.

In the morning, there was complimentary breakfast downstairs which REALLY hit the spot after a long night out. I also took advantage of the available breakfast/brunch menu.

The wi-fi is really fast and they have a good channel selection too. My room had TONS of character. A lot of hotels can all start blending together if you stay in enough of them, but I won't be forgetting Hotel Ruby Marie any time soon and hope to visit again in the near future.",Hotel Ruby Marie,524 E Wilson St,53703,4.0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Bed & Breakfast, Hotels & Travel, Hotels, Event Planning & Services"
33,5,0,"I had a terrible plane flight - today was a perfect scenario or Murphy's Law... I called the hotel for a shuttle and they were going to send someone, I called back since I didn't have cash to tip and said I'd call a cab instead and they told me to get in a certain cab on the hotel... who does that!?! I arrived at the hotel and had a couple odd questions and was enthusiastically told ""yes."" Never stayed at a Choice hotel before but will now!!! Former Hilton guy here - now going to Cambria!!! Great for business and would be great for family. Service desk was amazing- food was good - and welcome pack was over the top. Not to mention - the rates are comparable and even cheaper in some cases. Will definitely come back if I need to stay in Madison.",Cambria Hotel Madison East,5045 Eastpark Blvd,53718,4.0,"{'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Hotels & Travel, Nightlife, Event Planning & Services, Hotels, Bars"
34,5,3,"My husband and were driving from Chicago to Madison for a concert and were looking for an inexpensive place to spend the night. Not only was the Ruby Marie the least expensive hotel within walking distance of the Majestic Theatre, but it had a charming atmosphere, everyone was friendly, and we got two complimentary drinks to the adjacent bar and two free breakfast entrees and beverages at the neighboring restaurant. Definitely the best deal in town. My only complaint was that the radiator was making loud rattling noises (if it wasn't the radiator, then it was something outside). However, I definitely plan to stay here again the next time we're in town.",Hotel Ruby Marie,524 E Wilson St,53703,4.0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Bed & Breakfast, Hotels & Travel, Hotels, Event Planning & Services"
35,1,1,"This is my second stay here (not by choice). I'm here for work and my company's travel agency books at this hotel as well as the Holiday Inn Express. I would rather have stayed at the latter, but it's been booked up for my two trips here. My first review I gave this place 2 stars. I was trying to throw 'em a bone.

Now, I take back one star, and if I could take back two, I would. The reason is: insects. This place needs pest control. I was sitting on the bed surfing the internet, when out of the corner of my eye I saw something crawling up the power cord towards me. I freaked out. It was some kind of beetle or box-elder bug looking thing. I killed it but was paranoid the whole night and couldn't go to bed until 1:30 AM. Just the thought of more of them hanging around somewhere made me anxious.

In the morning I left to go to my training and when I came back at the end of the day I was hyper-aware of anything and everything on the floor, walls and ceilings. When I went to the bathroom I spotted another insect. It was a silver-wiry looking one. I think it was a silver fish. I wasn't able to kill it because then it crawled into a tiny little crack at the corner of the wall. DANG IT.

I'm supposed to come back next month for work and I have already changed my hotel to the Holiday Inn Express (thank goodness it was available next month).",Radisson Hotel - Madison,517 Grand Canyon Dr,53719,3.5,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels, Hotels & Travel, Event Planning & Services"
